#�b�r����b�r����b�r�ª�bj�r����bj�r����b�r����bj�r���bj�r�ʢbj�r���bj�r���bj�r���j
68300,static,532,790,15840,-76,-24,0,0.03247,0.04822,0.96680,0.3184,0.4729,9.4810,-4.6341,-1.4634,0.0000,-2.854,-7.296,-0.105,-0.008,-0.561
68320,static,502,758,15844,-71,-23,0,0.03064,0.04626,0.96704,0.3005,0.4537,9.4834,-4.3293,-1.4024,0.0000,-2.738,-7.290,-0.102,-0.010,-0.562
68340,static,542,826,15838,-67,-25,2,0.03308,0.05042,0.96667,0.3244,0.4944,9.4798,-4.0854,-1.5244,0.1220,-2.984,-7.284,-0.096,-0.010,-0.562
68360,static,574,942,15854,-69,-25,0,0.03503,0.05750,0.96765,0.3436,0.5638,9.4894,-4.2073,-1.5244,0.0000,-3.398,-7.288,-0.098,-0.011,-0.561
68380,static,512,890,15808,-73,-24,0,0.03125,0.05432,0.96484,0.3065,0.5327,9.4619,-4.4512,-1.4634,0.0000,-3.221,-7.294,-0.101,-0.010,-0.561
68400,static,514,810,15858,-73,-25,1,0.03137,0.04944,0.96790,0.3077,0.4848,9.4918,-4.4512,-1.5244,0.0610,-2.922,-7.294,-0.103,-0.012,-0.561
68420,static,518,838,15900,-68,-25,1,0.03162,0.05115,0.97046,0.3100,0.5016,9.5170,-4.1463,-1.5244,0.0610,-3.015,-7.290,-0.099,-0.012,-0.561
68440,static,582,860,15896,-69,-24,0,0.03552,0.05249,0.97021,0.3484,0.5148,9.5146,-4.2073,-1.4634,0.0000,-3.095,-7.288,-0.098,-0.013,-0.561
68460,static,494,852,15890,-73,-25,0,0.03015,0.05200,0.96985,0.2957,0.5100,9.5110,-4.4512,-1.5244,0.0000,-3.068,-7.291,-0.102,-0.013,-0.561
68480,static,554,814,15800,-75,-25,0,0.03381,0.04968,0.96436,0.3316,0.4872,9.4571,-4.5732,-1.5244,0.0000,-2.947,-7.294,-0.101,-0.011,-0.561
68500,static,554,788,15900,-69,-24,1,0.03381,0.04810,0.97046,0.3316,0.4717,9.5170,-4.2073,-1.4634,0.0610,-2.836,-7.287,-0.094,-0.011,-0.561
68520,static,544,984,15884,-70,-24,1,0.03320,0.06006,0.96948,0.3256,0.5890,9.5074,-4.2683,-1.4634,0.0610,-3.543,-7.296,-0.093,-0.010,-0.562
68540,static,540,828,15906,-71,-24,1,0.03296,0.05054,0.97083,0.3232,0.4956,9.5205,-4.3293,-1.4634,0.0610,-2.978,-7.294,-0.099,-0.012,-0.562
68560,static,586,832,15914,-75,-25,0,0.03577,0.05078,0.97131,0.3508,0.4980,9.5253,-4.5732,-1.5244,0.0000,-2.991,-7.298,-0.100,-0.011,-0.562
68580,static,562,790,15878,-70,-24,0,0.03430,0.04822,0.96912,0.3364,0.4729,9.5038,-4.2683,-1.4634,0.0000,-2.847,-7.293,-0.096,-0.010,-0.562
68600,static,510,946,15896,-68,-24,2,0.03113,0.05774,0.97021,0.3053,0.5662,9.5146,-4.1463,-1.4634,0.1220,-3.404,-7.296,-0.093,-0.010,-0.563
68620,static,516,908,15872,-69,-25,0,0.03149,0.05542,0.96875,0.3089,0.5435,9.5002,-4.2073,-1.5244,0.0000,-3.272,-7.298,-0.097,-0.010,-0.562
68640,static,606,808,15822,-76,-24,0,0.03699,0.04932,0.96570,0.3627,0.4836,9.4703,-4.6341,-1.4634,0.0000,-2.921,-7.301,-0.101,-0.009,-0.563
68660,static,624,762,15836,-73,-25,1,0.03809,0.04651,0.96655,0.3735,0.4561,9.4786,-4.4512,-1.5244,0.0610,-2.753,-7.298,-0.097,-0.009,-0.563
68680,static,556,846,15872,-68,-23,1,0.03394,0.05164,0.96875,0.3328,0.5064,9.5002,-4.1463,-1.4024,0.0610,-3.049,-7.294,-0.091,-0.008,-0.562
68700,static,544,884,15876,-69,-24,1,0.03320,0.05396,0.96899,0.3256,0.5291,9.5026,-4.2073,-1.4634,0.0610,-3.185,-7.294,-0.092,-0.010,-0.561
68720,static,522,916,15878,-73,-25,0,0.03186,0.05591,0.96912,0.3124,0.5483,9.5038,-4.4512,-1.5244,0.0000,-3.300,-7.302,-0.096,-0.010,-0.560
68740,static,534,828,15890,-74,-25,0,0.03259,0.05054,0.96985,0.3196,0.4956,9.5110,-4.5122,-1.5244,0.0000,-2.981,-7.304,-0.098,-0.011,-0.560
68760,static,570,858,15778,-70,-25,1,0.03479,0.05237,0.96301,0.3412,0.5136,9.4439,-4.2683,-1.5244,0.0610,-3.111,-7.303,-0.095,-0.011,-0.561
68780,static,520,890,15842,-67,-26,1,0.03174,0.05432,0.96692,0.3112,0.5327,9.4822,-4.0854,-1.5854,0.0610,-3.214,-7.302,-0.093,-0.011,-0.560
68800,static,508,838,15870,-74,-24,0,0.03101,0.05115,0.96863,0.3041,0.5016,9.4990,-4.5122,-1.4634,0.0000,-3.021,-7.305,-0.096,-0.011,-0.560
68820,static,498,764,15848,-73,-24,0,0.03040,0.04663,0.96729,0.2981,0.4573,9.4858,-4.4512,-1.4634,0.0000,-2.759,-7.301,-0.096,-0.011,-0.561
68840,static,474,798,15860,-71,-24,1,0.02893,0.04871,0.96802,0.2837,0.4776,9.4930,-4.3293,-1.4634,0.0610,-2.879,-7.297,-0.093,-0.013,-0.561
68860,static,528,844,15888,-68,-24,-1,0.03223,0.05151,0.96973,0.3160,0.5052,9.5098,-4.1463,-1.4634,-0.0610,-3.039,-7.293,-0.090,-0.016,-0.561
68880,static,470,874,15830,-72,-25,1,0.02869,0.05334,0.96619,0.2813,0.5231,9.4751,-4.3902,-1.5244,0.0610,-3.159,-7.297,-0.093,-0.016,-0.561
68900,static,528,842,15914,-74,-24,1,0.03223,0.05139,0.97131,0.3160,0.5040,9.5253,-4.5122,-1.4634,0.0610,-3.027,-7.300,-0.096,-0.016,-0.561
68920,static,558,794,15822,-72,-24,1,0.03406,0.04846,0.96570,0.3340,0.4752,9.4703,-4.3902,-1.4634,0.0610,-2.871,-7.297,-0.094,-0.016,-0.561
68940,static,508,860,15788,-68,-23,1,0.03101,0.05249,0.96362,0.3041,0.5148,9.4499,-4.1463,-1.4024,0.0610,-3.116,-7.295,-0.089,-0.016,-0.561
68960,static,522,906,15830,-67,-24,1,0.03186,0.05530,0.96619,0.3124,0.5423,9.4751,-4.0854,-1.4634,0.0610,-3.274,-7.295,-0.087,-0.016,-0.560
68980,static,536,892,15858,-75,-26,1,0.03271,0.05444,0.96790,0.3208,0.5339,9.4918,-4.5732,-1.5854,0.0610,-3.218,-7.303,-0.091,-0.016,-0.560
69000,static,554,766,15892,-74,-24,0,0.03381,0.04675,0.96997,0.3316,0.4585,9.5122,-4.5122,-1.4634,0.0000,-2.758,-7.300,-0.092,-0.015,-0.561
69020,static,570,834,15922,-69,-24,1,0.03479,0.05090,0.97180,0.3412,0.4992,9.5301,-4.2073,-1.4634,0.0610,-2.997,-7.297,-0.086,-0.015,-0.561
69040,static,560,890,15856,-67,-26,1,0.03418,0.05432,0.96777,0.3352,0.5327,9.4906,-4.0854,-1.5854,0.0610,-3.211,-7.295,-0.085,-0.014,-0.560
69060,static,538,920,15874,-72,-26,0,0.03284,0.05615,0.96887,0.3220,0.5507,9.5014,-4.3902,-1.5854,0.0000,-3.315,-7.301,-0.089,-0.013,-0.560
69080,static,550,812,15854,-73,-26,1,0.03357,0.04956,0.96765,0.3292,0.4860,9.4894,-4.4512,-1.5854,0.0610,-2.930,-7.301,-0.091,-0.012,-0.560
69100,static,530,828,15858,-71,-25,0,0.03235,0.05054,0.96790,0.3172,0.4956,9.4918,-4.3293,-1.5244,0.0000,-2.987,-7.300,-0.089,-0.011,-0.560
69120,static,572,858,15756,-70,-24,0,0.03491,0.05237,0.96167,0.3424,0.5136,9.4308,-4.2683,-1.4634,0.0000,-3.115,-7.300,-0.089,-0.012,-0.561
69140,static,524,882,15882,-70,-24,2,0.03198,0.05383,0.96936,0.3136,0.5279,9.5062,-4.2683,-1.4634,0.1220,-3.177,-7.301,-0.092,-0.012,-0.561
69160,static,538,898,15860,-72,-24,1,0.03284,0.05481,0.96802,0.3220,0.5375,9.4930,-4.3902,-1.4634,0.0610,-3.239,-7.306,-0.094,-0.013,-0.561
69180,static,612,832,15820,-73,-24,0,0.03735,0.05078,0.96558,0.3663,0.4980,9.4691,-4.4512,-1.4634,0.0000,-3.008,-7.307,-0.094,-0.014,-0.561
69200,static,506,794,15832,-71,-25,1,0.03088,0.04846,0.96631,0.3029,0.4752,9.4763,-4.3293,-1.5244,0.0610,-2.870,-7.303,-0.092,-0.012,-0.562
69220,static,562,862,15866,-67,-24,2,0.03430,0.05261,0.96838,0.3364,0.5160,9.4966,-4.0854,-1.4634,0.1220,-3.108,-7.299,-0.091,-0.013,-0.561
69240,static,476,916,15910,-71,-25,2,0.02905,0.05591,0.97107,0.2849,0.5483,9.5229,-4.3293,-1.5244,0.1220,-3.294,-7.304,-0.094,-0.014,-0.561
69260,static,450,830,15826,-75,-25,0,0.02747,0.05066,0.96594,0.2693,0.4968,9.4727,-4.5732,-1.5244,0.0000,-3.001,-7.308,-0.096,-0.016,-0.561
69280,static,598,800,15894,-72,-25,1,0.03650,0.04883,0.97009,0.3579,0.4788,9.5134,-4.3902,-1.5244,0.0610,-2.879,-7.305,-0.095,-0.017,-0.561
69300,static,576,862,15850,-68,-25,1,0.03516,0.05261,0.96741,0.3448,0.5160,9.4870,-4.1463,-1.5244,0.0610,-3.111,-7.303,-0.090,-0.015,-0.561
